id0minerGinvalid0 id1miner3invalid0
id1miner3invalid0 id2miner3invalid0
id1miner3invalid0 id3miner0invalid0
id2miner3invalid0 id6miner3invalid0
id3miner0invalid0 id4miner0invalid0
id3miner0invalid0 id5miner1invalid0
id3miner0invalid0 id7miner8invalid0
id4miner0invalid0 id8miner0invalid0
id4miner0invalid0 id10miner7invalid0
id4miner0invalid0 id11miner6invalid0
id7miner8invalid0 id9miner8invalid0
